User Input,keep_faq_for_test,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Associated URL
How do I keep an eye on my phone repair ,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Track the progress of my repair ,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
How can I find out about the 3G switch-off??,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
What is the 3g switch off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Whats 3g switch off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
When was 3g switched off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Information on the 3g switch off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Info on 3g switch off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Is 3G switched off now ,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Where can I find out about 3g being turned off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Have you switched off 3G now,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Has 3G been turned off now,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Find out about the 3G switch-off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
Whats the 3G switch off,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
When will 3G be turned off completely ,Y,How can I find out about the 3G switch-off??,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1769995462/How-can-I-find-out-about-the-3G-switch-off.htm
,N,Why haven't I received my refund yet?,,,
Can I get a discount? ,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Am I eligable for discounts,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get any discount ,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get a discount on my plan,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Is there a possibility of receiving a discount,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I qualify for any discounts,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get any promotional discounts,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get student discount,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
What discounts am I eligable for,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
What discounts do you have avalible ,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get NHS discount,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I get military discount,Y,Can I get a discount? ,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888672/Can-I-get-a-discount.htm
Can I collect my order from a Vodafone store?,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Is it possible for me to pick up my order from a Vodafone store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I arrange to collect my order from a nearby store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Are there options for me to retrieve my order directly from a store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
How do I go about collecting my order from a store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I opt to pick up my order in person at a store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Is store pickup available for my order at a Vodafone location,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I pick up my order from my nearest store,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Is store pick up avaliable,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I arrange for my order to be held at a Vodafone store for pickup,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I collect my phone from the vodafone shop in town,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I pick up my order from a vodafone shop,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
Can I collect my phone from a store instead,Y,Can I collect my order from a Vodafone store?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1456910822/Can-I-collect-my-order-from-a-Vodafone-store.htm
What�s Guest WiFi and how can I manage it?,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
How do I manage guest Wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
How do I set up guest wifi on my router,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
Managing guest wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
What is guest wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
Help with guest wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
What does guest wifi mean ,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
Setting up guest wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
Set up a seperate wifi for my guests to use ,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
How do I activate guest wifi,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
Get help setting up a guest wifi account ,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
What does guest wifi do,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
How can I manage my guest wifi ,Y,What�s Guest WiFi and how can I manage it?,,,https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003582/What-s-Guest-WiFi-and-how-can-I-manage-it.htm
How does WiFi compatibility mode work? ,N,How does WiFi compatibility mode work? ,,,
How do I use compatibility mode,N,How does WiFi compatibility mode work? ,,,
How do I set up compatibility mode on the broadband app,N,How does WiFi compatibility mode work? ,,,
Broadband compatibility help ,N,How does WiFi compatibility mode work? ,,,
How do I set up compatibility mode for my broadband,N,How does WiFi compatibility mode work? ,,,
What is compatibility mode for my broadband,N,How does WiFi compatibility mode work? ,,,
Setting up wifi compatibility mode,N,How does WiFi compatibility mode work? ,,,
How can I use wifi compatibility mode ,N,How does WiFi compatibility mode work? ,,,
Can you help explain compatibility mode ,N,How does WiFi compatibility mode work? ,,,
Help setting up wifi compatibility,N,How does WiFi compatibility mode work? ,,,
Wifi compatibility mode ,N,How does WiFi compatibility mode work? ,,,
How do I set up wifi compatibility,N,How does WiFi compatibility mode work? ,,,
How to use compatibility moce ,N,How does WiFi compatibility mode work? ,,,
manage vodafone router setting,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
How do I change Vodafone router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
Can I manage my router from the app?,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
I need to change my router set up,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
How can I change router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
advanced router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
cant login to router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
change wifi channel via router settings,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
"i had to buy a new router, can you please provide me with the router settings and vdsl login",Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
how do i access my router settings to configure the router,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
how do i change router settings in the app,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
i need to access my broadband router setting,Y,How do I manage my Vodafone router settings?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1464003112/How-do-I-manage-my-Vodafone-router-settings.htm
